DateTime	City	State	Shape	Duration	Summary	Posted	Coordinates
11/17/09 19:00	Mindoro	WI	Light	30 MINUTES	Yellow light over NE La Crosse County WI that moved around in the sky in a non aircraft fashion.	12/12/09	44.0210739,-91.1018063	
11/15/09 00:30	Eau Clair	WI	Other	10 min	followed by giant flashing orb for quarter-mile	12/12/09	
11/14/09 23:40	La Crosse	WI	Cross	1 minutes	String of lights like string of geese moving very fast from Northwest to southeast.	12/12/09	43.8269106,-91.234026	
11/5/09 18:33	Beloit	WI	Fireball	10 minutes	Two big, round balls of fire hovering over beloit, Wi near the South Beloit border	12/12/09	42.5239036,-89.0201098	
10/25/09 18:15	Sturgeon Bay	WI	Oval	6 minutes +	Low Flying oval craft with flashing colored lights moving slowly across the sky.	12/12/09	44.8216643,-87.3684303	
10/18/09 04:00	Milwaukee	WI	Unknown	~30 seconds	yellow circle that materialized with a small circular craft and then vanished afterwards	12/12/09	43.0389025,-87.9064736	
10/11/09 21:55	Madison	WI	Light	3 minutes	Amber orange light moving very slowly, dimming out, shooting away.	12/12/09	43.0730517,-89.4012302	
9/28/09 22:00	Green Bay	WI	Triangle	3-5 Min.	09-28-09 Green Bay WI, Triangle Shape Object, 3 Lights on one side, One Light on the bottom side on the other, and red light in center.	12/12/09	44.519159,-88.019826	
9/13/09 19:00	Manitowoc	WI	Light	5 minutes	Three Bright Lights over Manitowoc	12/12/09	44.0986058,-87.6775847	
9/12/09 21:05	Brookfield	WI	Triangle	5-10 minutes	Two groups of  yellow -orange lights formed a moving, silent triangle that rose into the night sky faded and disappeared	12/12/09	43.0627891,-88.1198123	
9/12/09 21:00	Brookfield	WI	Circle	Less than 15 minutes	Three amber colored lights moving at various distances.  No blinking aircraft lights or sound.	11/21/10	43.0627891,-88.1198123	
9/12/09 02:30	Shorewood	WI	Fireball	5 minutes	Flaming stationary object  over Shorewood Wisconsin	12/12/09	43.0914009,-87.886196	
9/10/09 21:37	Hayward	WI	Sphere	3 min	Very bright light over northern Wisconsin.	12/12/09	46.0099511,-91.4804539	
9/9/09 20:45	Mountain	WI	Light	2 minutes	obj with comet tail followed by another object ((NUFORC Note:  ISS and Space Shuttle in formation?  PD))	12/12/09	44.5535919,-88.9945533	
9/8/09 20:30	La Crosse	WI	Formation	2 minutes	2 very bright objects in formation  ((NUFORC Note:  Possible sighting of ISS and Shuttle.  PD))	12/12/09	43.8269106,-91.234026	
9/8/09 20:15	Eleva	WI	Light	4 minutes	two synchronized lights moving slowing across the sky in a line formation	12/12/09	44.576353,-91.4704354	
9/7/09 18:45	Wausau	WI	Unknown	20 min.	object in sky over Wausau wisconsin, not a plane.	12/12/09	44.9616351,-89.6445669	
9/5/09 19:20	La Crosse	WI	Light	second	Extremely bright white light that I captured on camera over the city of La Crosse WI	12/12/09	43.8269106,-91.234026	
8/30/09 21:30	River Falls	WI	Other	5 minutes	An orange glowing object was observed moving across the sky and did not resemble a satellite or plane.	12/12/09	44.2985723,-90.8470866	
8/27/09 22:45	Green Bay	WI	Teardrop	10 minutes	amber orange light moving erratically and moves on E/NE track--absolutey quiet	8/28/09	44.519159,-88.019826	
8/24/09 03:45	Neenah	WI	Other	2 minutes	2 stars moving parallel	8/27/09	43.7877549,-89.5751232	
8/20/09 19:00	Sauk City	WI	Light	2 hrs	pulsating light across wi river.	10/10/11	43.2722113,-89.7287338	
8/15/09 22:00	Hayward	WI	Circle	less than a minute	Bright redish object flew directly overhead from South to North, moving like an airplane but with no sound.	8/27/09	46.0099511,-91.4804539	
8/14/09 23:39	Somerset	WI	Unknown	10 minutes	Hovering bright white ufo, shot up, changed to red and blue blinking lighted and flew away very fast in a eratic path	8/27/09	45.1416332,-92.7027047	
8/3/09 23:00	Mukwonago	WI	Light	2 min	I was looking in the east From my home in Mukwonago,WI and I would not say it was a craft it could of been but? It was just a very brig	8/5/09	46.0638439,-91.1412891	
8/3/09 17:00	Kenosha	WI	Other	40 seconds	Stingray Shaped Object in broad Day light	8/27/09	42.5841868,-87.85452	
7/25/09 21:40	Cashton	WI	Oval	15 minutes	3 lights coming from the north to south east,.2 red, 1 white, total time 15 minutes, all seperate sightings. ((NUFORC Note:  ISS.  PD))	8/5/09	43.7430255,-90.7815206	
7/22/09 22:10	Plover	WI	Light	5 Minutes	Object seen looked like a very bright low flying star, no engine noise, perfectly clear sky.  ((NUFORC Note:  ISS??  PD))	8/5/09	44.9896914,-89.2803925	
7/13/09 23:00	Waunakee	WI	Other	5 seconds	Car-type headlights near tree-line, with shadows.	12/12/09	43.1866598,-89.4520637	
7/11/09 22:00	Superior	WI	Light	10:00	Light travels in sky, accelerates and then disappears.  ((NUFORC Note:  Sighting of ISS at 22:10 hrs.  PD))	8/5/09	45.7507868,-91.58211	
7/10/09 22:15	Eau Claire	WI	Light	1 minute	2 separate bright round lights moving quickly in straight lines SW to NE 2 min. apart.  ((NUFORC Note:  ISS sighting?  PD))	8/5/09	44.8141268,-91.4965497	
7/7/09 21:30	Milwaukee	WI	Other	5 minutes	Seen Three aliens three different times outside my window within 2 weeks	12/12/09	43.0389025,-87.9064736	
7/7/09 11:41	Beaver Dam	WI	Oval	0:05	Looked like a school of fish, but way up in the sky.  There where alto-stratus clouds that the objects where moving above and below.  T	8/5/09	45.5460648,-92.0254574	
7/6/09 21:43	Granton	WI	Light	Night	Explained above!  ((NUFORC Note:  Probable sighting of ISS.  PD))	8/5/09	44.5885734,-90.4620802	
7/4/09 22:30	Tomahawk	WI	Sphere	10 minutes	ufo over Tomahawk, WI on july 4	8/5/09	45.7966207,-89.6379211	
7/4/09 22:00	Fond du Lac	WI	Fireball	5 minutes	Orange fireball seen over Fond du Lac	8/5/09	43.756378,-88.4689955	
7/3/09 21:15	Eau Galle	WI	Formation	20-25 minutes	Formation of three seaparte red lights that appeared in foramtion but each light went up and disapeared on it's own.	8/5/09	44.6938535,-92.0101741	
7/1/09 02:00	Milwaukee	WI	Disk	by my house	it was glowing and it looked like glowsticks but parted, it left some whiteish smoke in the sky.	8/27/09	43.0389025,-87.9064736	
